country,year,sex,age,population,gdp_per_capita ($),generation,suicides/100k pop
Puerto Rico,2003,female,35-54 years,519735,21264,Boomers,2.12
Puerto Rico,2003,female,15-24 years,298065,21264,Millenials,1.68
Puerto Rico,2003,female,25-34 years,275189,21264,Generation X,1.09
Puerto Rico,2003,female,55-74 years,335704,21264,Silent,0.89
Puerto Rico,2003,male,5-14 years,304000,21264,Millenials,0.33
Puerto Rico,2003,female,5-14 years,291486,21264,Millenials,0
Puerto Rico,2003,female,75+ years,116641,21264,Silent,0
Puerto Rico,2004,male,75+ years,83003,22874,Silent,33.73
Puerto Rico,2004,male,35-54 years,449605,22874,Boomers,22.46
Puerto Rico,2004,male,25-34 years,261853,22874,Generation X,18.71
Puerto Rico,2004,male,55-74 years,282860,22874,Silent,18.38
Puerto Rico,2004,male,15-24 years,300813,22874,Millenials,8.31
Puerto Rico,2004,female,25-34 years,273756,22874,Generation X,2.19
Puerto Rico,2004,female,55-74 years,339277,22874,Silent,1.77
Puerto Rico,2004,female,35-54 years,518614,22874,Boomers,1.54
Puerto Rico,2004,female,75+ years,118620,22874,Silent,0.84
Puerto Rico,2004,female,5-14 years,287120,22874,Millenials,0.35
Puerto Rico,2004,female,15-24 years,296310,22874,Millenials,0.34
Puerto Rico,2004,male,5-14 years,299631,22874,Millenials,0.33
Puerto Rico,2005,male,75+ years,82848,23944,Silent,24.14
Puerto Rico,2005,male,55-74 years,284745,23944,Silent,21.42
Puerto Rico,2005,male,35-54 years,449867,23944,Boomers,21.34
Puerto Rico,2005,male,25-34 years,261481,23944,Generation X,14.92
Puerto Rico,2005,male,15-24 years,299874,23944,Millenials,9.67
Puerto Rico,2005,female,55-74 years,342743,23944,Silent,3.79
Puerto Rico,2005,female,35-54 years,517943,23944,Boomers,3.09
Puerto Rico,2005,female,75+ years,120440,23944,Silent,2.49
Puerto Rico,2005,female,25-34 years,271874,23944,Generation X,2.21
Puerto Rico,2005,male,5-14 years,295231,23944,Millenials,1.02
Puerto Rico,2005,female,15-24 years,295371,23944,Millenials,1.02
Puerto Rico,2005,female,5-14 years,282182,23944,Millenials,0
Puerto Rico,2006,male,75+ years,84087,24943,Silent,21.41
Puerto Rico,2006,male,55-74 years,287227,24943,Silent,21.24
Puerto Rico,2006,male,35-54 years,449039,24943,Boomers,20.04
Puerto Rico,2006,male,25-34 years,262664,24943,Generation X,13.71
Puerto Rico,2006,male,15-24 years,296984,24943,Millenials,12.8
Puerto Rico,2006,female,35-54 years,515654,24943,Boomers,2.33
Puerto Rico,2006,female,15-24 years,292349,24943,Millenials,1.37
Puerto Rico,2006,female,55-74 years,346943,24943,Silent,0.86
Puerto Rico,2006,female,75+ years,122755,24943,Silent,0.81
Puerto Rico,2006,female,25-34 years,272125,24943,Generation X,0.73
Puerto Rico,2006,female,5-14 years,277415,24943,Millenials,0
Puerto Rico,2006,male,5-14 years,291794,24943,Millenials,0
Puerto Rico,2007,male,35-54 years,448825,25625,Boomers,21.39
Puerto Rico,2007,male,25-34 years,263585,25625,Generation X,19.73
Puerto Rico,2007,male,75+ years,84940,25625,Silent,16.48
Puerto Rico,2007,male,55-74 years,289540,25625,Silent,16.23
Puerto Rico,2007,male,15-24 years,294490,25625,Millenials,5.43
Puerto Rico,2007,female,55-74 years,351052,25625,Silent,3.99
Puerto Rico,2007,female,35-54 years,513804,25625,Boomers,2.92
Puerto Rico,2007,female,25-34 years,272334,25625,Generation X,2.2
Puerto Rico,2007,female,15-24 years,289832,25625,Millenials,2.07
Puerto Rico,2007,female,75+ years,124729,25625,Silent,1.6
Puerto Rico,2007,male,5-14 years,288317,25625,Generation Z,1.04
Puerto Rico,2007,female,5-14 years,272183,25625,Generation Z,0
Puerto Rico,2008,male,75+ years,85490,26840,Silent,25.73
Puerto Rico,2008,male,35-54 years,449809,26840,Boomers,23.79
Puerto Rico,2008,male,55-74 years,291349,26840,Silent,22.31
Puerto Rico,2008,male,25-34 years,264001,26840,Generation X,14.02
Puerto Rico,2008,male,15-24 years,292754,26840,Millenials,7.17
Puerto Rico,2008,female,55-74 years,354699,26840,Silent,5.07
Puerto Rico,2008,female,35-54 years,512979,26840,Boomers,3.12
Puerto Rico,2008,female,25-34 years,272186,26840,Generation X,2.2
Puerto Rico,2008,female,15-24 years,288120,26840,Millenials,1.74
Puerto Rico,2008,female,75+ years,126441,26840,Silent,1.58
Puerto Rico,2008,male,5-14 years,284529,26840,Generation Z,0.35
Puerto Rico,2008,female,5-14 years,266454,26840,Generation Z,0
Puerto Rico,2009,male,75+ years,85763,27661,Silent,36.15
Puerto Rico,2009,male,55-74 years,292914,27661,Silent,27.99
Puerto Rico,2009,male,35-54 years,451905,27661,Boomers,24.56
Puerto Rico,2009,male,25-34 years,263724,27661,Generation X,19.34
Puerto Rico,2009,male,15-24 years,291774,27661,Millenials,8.57
Puerto Rico,2009,female,25-34 years,271400,27661,Generation X,2.58
Puerto Rico,2009,female,35-54 years,513239,27661,Boomers,2.34
Puerto Rico,2009,female,55-74 years,357988,27661,Silent,1.96
Puerto Rico,2009,female,15-24 years,287058,27661,Millenials,1.05
Puerto Rico,2009,male,5-14 years,280317,27661,Generation Z,0.36
Puerto Rico,2009,female,5-14 years,260415,27661,Generation Z,0
Puerto Rico,2009,female,75+ years,127977,27661,Silent,0
Puerto Rico,2010,male,75+ years,85716,28267,Silent,28
Puerto Rico,2010,male,35-54 years,454479,28267,Generation X,22
Puerto Rico,2010,male,55-74 years,294917,28267,Silent,20.34
Puerto Rico,2010,male,25-34 years,262714,28267,Generation X,14.85
Puerto Rico,2010,male,15-24 years,291351,28267,Millenials,6.18
Puerto Rico,2010,female,55-74 years,361444,28267,Silent,4.15
Puerto Rico,2010,female,35-54 years,514121,28267,Generation X,3.89
Puerto Rico,2010,female,75+ years,129428,28267,Silent,1.55
Puerto Rico,2010,female,25-34 years,269903,28267,Generation X,1.48
Puerto Rico,2010,female,15-24 years,286261,28267,Millenials,1.4
Puerto Rico,2010,female,5-14 years,254282,28267,Generation Z,0
Puerto Rico,2010,male,5-14 years,275763,28267,Generation Z,0
Puerto Rico,2011,male,55-74 years,298080,28876,Boomers,20.13
Puerto Rico,2011,male,75+ years,87017,28876,Silent,19.54
Puerto Rico,2011,male,35-54 years,455006,28876,Generation X,17.58
Puerto Rico,2011,male,25-34 years,262837,28876,Millenials,15.98
Puerto Rico,2011,male,15-24 years,289288,28876,Millenials,5.53
Puerto Rico,2011,female,35-54 years,512691,28876,Generation X,4.29
Puerto Rico,2011,female,25-34 years,269310,28876,Millenials,2.6
Puerto Rico,2011,female,55-74 years,365982,28876,Boomers,1.91
Puerto Rico,2011,female,15-24 years,283416,28876,Millenials,1.06
Puerto Rico,2011,female,5-14 years,248914,28876,Generation Z,0.8
Puerto Rico,2011,female,75+ years,132081,28876,Silent,0.76
Puerto Rico,2011,male,5-14 years,270676,28876,Generation Z,0.37
Puerto Rico,2012,male,55-74 years,301891,29247,Boomers,19.87
Puerto Rico,2012,male,75+ years,88081,29247,Silent,19.3
Puerto Rico,2012,male,35-54 years,456110,29247,Generation X,15.57
Puerto Rico,2012,male,15-24 years,287397,29247,Millenials,10.44
Puerto Rico,2012,male,25-34 years,262555,29247,Millenials,9.14
Puerto Rico,2012,female,55-74 years,370902,29247,Boomers,4.85
Puerto Rico,2012,female,35-54 years,512033,29247,Generation X,3.12
Puerto Rico,2012,female,25-34 years,268351,29247,Millenials,2.61
Puerto Rico,2012,male,5-14 years,265879,29247,Generation Z,0.75
Puerto Rico,2012,female,75+ years,134700,29247,Silent,0.74
Puerto Rico,2012,female,15-24 years,280632,29247,Millenials,0.71
Puerto Rico,2012,female,5-14 years,244141,29247,Generation Z,0
Puerto Rico,2013,male,75+ years,88987,29510,Silent,29.22
Puerto Rico,2013,male,55-74 years,305754,29510,Boomers,20.28
Puerto Rico,2013,male,35-54 years,458071,29510,Generation X,16.37
Puerto Rico,2013,male,25-34 years,261857,29510,Millenials,8.02
Puerto Rico,2013,male,15-24 years,285809,29510,Millenials,6.65
Puerto Rico,2013,female,35-54 years,512297,29510,Generation X,3.51
Puerto Rico,2013,female,25-34 years,267016,29510,Millenials,2.62
Puerto Rico,2013,female,55-74 years,375735,29510,Boomers,2.4
Puerto Rico,2013,female,15-24 years,278008,29510,Millenials,0.72
Puerto Rico,2013,female,5-14 years,239617,29510,Generation Z,0.42
Puerto Rico,2013,male,5-14 years,261151,29510,Generation Z,0.38
Puerto Rico,2013,female,75+ years,137363,29510,Silent,0
Puerto Rico,2014,male,55-74 years,309364,29515,Boomers,24.24
Puerto Rico,2014,male,75+ years,89765,29515,Silent,16.71
Puerto Rico,2014,male,35-54 years,460685,29515,Generation X,12.16
Puerto Rico,2014,male,25-34 years,260905,29515,Millenials,7.67
Puerto Rico,2014,male,15-24 years,284397,29515,Millenials,7.03
Puerto Rico,2014,female,35-54 years,513217,29515,Generation X,2.92
Puerto Rico,2014,female,55-74 years,380342,29515,Boomers,2.63
Puerto Rico,2014,female,25-34 years,265511,29515,Millenials,1.51
Puerto Rico,2014,male,5-14 years,256354,29515,Generation Z,0.78
Puerto Rico,2014,female,15-24 years,275354,29515,Millenials,0.73
Puerto Rico,2014,female,75+ years,140033,29515,Silent,0.71
Puerto Rico,2014,female,5-14 years,235029,29515,Generation Z,0
Puerto Rico,2015,male,75+ years,90392,29728,Silent,27.66
Puerto Rico,2015,male,55-74 years,312933,29728,Boomers,21.09
Puerto Rico,2015,male,35-54 years,463417,29728,Generation X,15.97
Puerto Rico,2015,male,25-34 years,259881,29728,Millenials,10
Puerto Rico,2015,male,15-24 years,282974,29728,Millenials,3.18
Puerto Rico,2015,female,55-74 years,384967,29728,Boomers,2.6
Puerto Rico,2015,female,25-34 years,264053,29728,Millenials,1.89
Puerto Rico,2015,female,35-54 years,514290,29728,Generation X,1.36
Puerto Rico,2015,female,15-24 years,272389,29728,Millenials,0.73
Puerto Rico,2015,female,75+ years,142678,29728,Silent,0.7
Puerto Rico,2015,male,5-14 years,251369,29728,Generation Z,0.4
Puerto Rico,2015,female,5-14 years,230178,29728,Generation Z,0
Qatar,1995,female,15-24 years,24859,17559,Generation X,0
Qatar,1995,female,25-34 years,36029,17559,Generation X,0
Qatar,1995,female,35-54 years,39135,17559,Boomers,0
Qatar,1995,female,5-14 years,43647,17559,Millenials,0
Qatar,1995,female,55-74 years,5879,17559,Silent,0
Qatar,1995,female,75+ years,1070,17559,G.I. Generation,0
Qatar,1995,male,15-24 years,45900,17559,Generation X,0
Qatar,1995,male,25-34 years,88331,17559,Generation X,0
Qatar,1995,male,35-54 years,116596,17559,Boomers,0
Qatar,1995,male,5-14 years,46510,17559,Millenials,0
Qatar,1995,male,55-74 years,14190,17559,Silent,0
Qatar,1995,male,75+ years,1303,17559,G.I. Generation,0
Qatar,2001,female,35-54 years,51357,32510,Boomers,7.79
Qatar,2001,male,35-54 years,141836,32510,Boomers,7.76
Qatar,2001,male,25-34 years,99440,32510,Generation X,5.03
Qatar,2001,male,15-24 years,48294,32510,Millenials,4.14
Qatar,2001,female,25-34 years,38718,32510,Generation X,2.58
Qatar,2001,female,15-24 years,32124,32510,Millenials,0
Qatar,2001,female,5-14 years,49711,32510,Millenials,0
Qatar,2001,female,55-74 years,7174,32510,Silent,0
Qatar,2001,female,75+ years,778,32510,Silent,0
Qatar,2001,male,5-14 years,51875,32510,Millenials,0
Qatar,2001,male,55-74 years,17036,32510,Silent,0
Qatar,2001,male,75+ years,1140,32510,Silent,0
Qatar,2004,male,35-54 years,190116,45517,Boomers,7.36
Qatar,2004,male,25-34 years,127398,45517,Generation X,3.14
Qatar,2004,male,15-24 years,67990,45517,Millenials,2.94
Qatar,2004,female,25-34 years,55188,45517,Generation X,1.81
Qatar,2004,female,15-24 years,44307,45517,Millenials,0
Qatar,2004,female,35-54 years,65017,45517,Boomers,0
Qatar,2004,female,5-14 years,53572,45517,Millenials,0
Qatar,2004,female,55-74 years,9409,45517,Silent,0
Qatar,2004,female,75+ years,1300,45517,Silent,0
Qatar,2004,male,5-14 years,54893,45517,Millenials,0
Qatar,2004,male,55-74 years,26617,45517,Silent,0
Qatar,2004,male,75+ years,1384,45517,Silent,0
Qatar,2005,male,15-24 years,73205,55899,Millenials,9.56
Qatar,2005,male,25-34 years,153674,55899,Generation X,3.25
Qatar,2005,male,55-74 years,32745,55899,Silent,3.05
Qatar,2005,female,25-34 years,62046,55899,Generation X,1.61
Qatar,2005,male,35-54 years,225317,55899,Boomers,1.33
Qatar,2005,female,15-24 years,46042,55899,Millenials,0
Qatar,2005,female,35-54 years,71166,55899,Boomers,0
Qatar,2005,female,5-14 years,56746,55899,Millenials,0
Qatar,2005,female,55-74 years,10108,55899,Silent,0
Qatar,2005,female,75+ years,1349,55899,Silent,0
Qatar,2005,male,5-14 years,62794,55899,Millenials,0
Qatar,2005,male,75+ years,1426,55899,Silent,0
Qatar,2006,male,75+ years,1511,64762,Silent,66.18
Qatar,2006,male,35-54 years,252854,64762,Boomers,5.14
Qatar,2006,female,15-24 years,54988,64762,Millenials,3.64
Qatar,2006,male,25-34 years,200436,64762,Generation X,3.49
Qatar,2006,male,55-74 years,33952,64762,Silent,2.95
Qatar,2006,female,25-34 years,68246,64762,Generation X,2.93
Qatar,2006,male,15-24 years,120029,64762,Millenials,1.67
Qatar,2006,female,35-54 years,77166,64762,Boomers,1.3
Qatar,2006,female,5-14 years,57408,64762,Millenials,0
Qatar,2006,female,55-74 years,10910,64762,Silent,0
Qatar,2006,female,75+ years,1413,64762,Silent,0
Qatar,2006,male,5-14 years,61177,64762,Millenials,0
Qatar,2007,male,55-74 years,36856,71460,Silent,8.14
Qatar,2007,male,25-34 years,259649,71460,Generation X,5.01
Qatar,2007,male,35-54 years,301723,71460,Boomers,4.64
Qatar,2007,male,15-24 years,158535,71460,Millenials,3.78
Qatar,2007,female,25-34 years,76736,71460,Generation X,2.61
Qatar,2007,male,5-14 years,61319,71460,Generation Z,1.63
Qatar,2007,female,15-24 years,61878,71460,Millenials,1.62
Qatar,2007,female,35-54 years,84797,71460,Boomers,1.18
Qatar,2007,female,5-14 years,58979,71460,Generation Z,0
Qatar,2007,female,55-74 years,11898,71460,Silent,0
Qatar,2007,female,75+ years,1485,71460,Silent,0
Qatar,2007,male,75+ years,1624,71460,Silent,0
Qatar,2008,male,35-54 years,367149,87961,Boomers,4.63
Qatar,2008,male,25-34 years,328478,87961,Generation X,3.65
Qatar,2008,male,55-74 years,40788,87961,Silent,2.45
Qatar,2008,female,25-34 years,87644,87961,Generation X,2.28
Qatar,2008,male,15-24 years,184417,87961,Millenials,0.54
Qatar,2008,female,15-24 years,66159,87961,Millenials,0
Qatar,2008,female,35-54 years,93854,87961,Boomers,0
Qatar,2008,female,5-14 years,61710,87961,Generation Z,0
Qatar,2008,female,55-74 years,13126,87961,Silent,0
Qatar,2008,female,75+ years,1569,87961,Silent,0
Qatar,2008,male,5-14 years,63880,87961,Generation Z,0
Qatar,2008,male,75+ years,1691,87961,Silent,0
Qatar,2009,male,55-74 years,45092,64911,Silent,4.44
Qatar,2009,male,15-24 years,194348,64911,Millenials,4.12
Qatar,2009,male,25-34 years,399923,64911,Generation X,4
Qatar,2009,male,35-54 years,442932,64911,Boomers,3.39
Qatar,2009,female,15-24 years,67911,64911,Millenials,2.95
Qatar,2009,female,25-34 years,100429,64911,Generation X,1
Qatar,2009,female,35-54 years,104199,64911,Boomers,0
Qatar,2009,female,5-14 years,65535,64911,Generation Z,0
Qatar,2009,female,55-74 years,14648,64911,Silent,0
Qatar,2009,female,75+ years,1681,64911,Silent,0
Qatar,2009,male,5-14 years,68172,64911,Generation Z,0
Qatar,2009,male,75+ years,1779,64911,Silent,0
Qatar,2010,male,25-34 years,466496,74055,Generation X,4.29
Qatar,2010,male,15-24 years,189517,74055,Millenials,4.22
Qatar,2010,male,35-54 years,523563,74055,Generation X,3.44
Qatar,2010,female,25-34 years,113923,74055,Generation X,0.88
Qatar,2010,female,15-24 years,67779,74055,Millenials,0
Qatar,2010,female,35-54 years,115895,74055,Generation X,0
Qatar,2010,female,5-14 years,70137,74055,Generation Z,0
Qatar,2010,female,55-74 years,16476,74055,Silent,0
Qatar,2010,female,75+ years,1858,74055,Silent,0
Qatar,2010,male,5-14 years,72634,74055,Generation Z,0
Qatar,2010,male,55-74 years,49265,74055,Silent,0
Qatar,2010,male,75+ years,2049,74055,Silent,0
Qatar,2011,male,15-24 years,232554,90490,Millenials,3.87
Qatar,2011,male,55-74 years,56963,90490,Boomers,3.51
Qatar,2011,male,35-54 years,558761,90490,Generation X,3.4
Qatar,2011,male,25-34 years,499529,90490,Millenials,3
Qatar,2011,female,15-24 years,75069,90490,Millenials,2.66
Qatar,2011,female,35-54 years,124729,90490,Generation X,1.6
Qatar,2011,female,25-34 years,122957,90490,Millenials,0.81
Qatar,2011,female,5-14 years,76170,90490,Generation Z,0
Qatar,2011,female,55-74 years,18211,90490,Boomers,0
Qatar,2011,female,75+ years,2064,90490,Silent,0
Qatar,2011,male,5-14 years,84348,90490,Generation Z,0
Qatar,2011,male,75+ years,2726,90490,Silent,0
Qatar,2012,male,25-34 years,537337,93270,Millenials,2.98
Qatar,2012,female,35-54 years,134674,93270,Generation X,2.97
Qatar,2012,male,15-24 years,266285,93270,Millenials,2.63
Qatar,2012,male,35-54 years,586307,93270,Generation X,2.39
Qatar,2012,male,55-74 years,64600,93270,Boomers,1.55
Qatar,2012,female,25-34 years,133051,93270,Millenials,0.75
Qatar,2012,female,15-24 years,80919,93270,Millenials,0
Qatar,2012,female,5-14 years,82707,93270,Generation Z,0
Qatar,2012,female,55-74 years,19868,93270,Boomers,0
Qatar,2012,female,75+ years,2314,93270,Silent,0
Qatar,2012,male,5-14 years,91507,93270,Generation Z,0
Qatar,2012,male,75+ years,3580,93270,Silent,0
Qatar,2013,male,15-24 years,284327,93066,Millenials,2.81
Qatar,2013,male,25-34 years,580440,93066,Millenials,2.58
Qatar,2013,male,35-54 years,608776,93066,Generation X,2.14
Qatar,2013,female,25-34 years,143703,93066,Millenials,0.7
Qatar,2013,female,15-24 years,84449,93066,Millenials,0
Qatar,2013,female,35-54 years,145530,93066,Generation X,0
Qatar,2013,female,5-14 years,89888,93066,Generation Z,0
Qatar,2013,female,55-74 years,21311,93066,Boomers,0
Qatar,2013,female,75+ years,2575,93066,Silent,0
Qatar,2013,male,5-14 years,97682,93066,Generation Z,0
Qatar,2013,male,55-74 years,72220,93066,Boomers,0
Qatar,2013,male,75+ years,4448,93066,Silent,0
Qatar,2014,female,55-74 years,22469,91587,Boomers,4.45
Qatar,2014,male,15-24 years,286756,91587,Millenials,4.18
Qatar,2014,male,35-54 years,629627,91587,Generation X,3.65
Qatar,2014,male,55-74 years,80029,91587,Boomers,2.5
Qatar,2014,male,25-34 years,626535,91587,Millenials,2.39
Qatar,2014,female,15-24 years,85593,91587,Millenials,1.17
Qatar,2014,female,25-34 years,153842,91587,Millenials,0.65
Qatar,2014,female,35-54 years,157182,91587,Generation X,0
Qatar,2014,female,5-14 years,97388,91587,Generation Z,0
Qatar,2014,female,75+ years,2802,91587,Silent,0
Qatar,2014,male,5-14 years,104323,91587,Generation Z,0
Qatar,2014,male,75+ years,5136,91587,Silent,0
Qatar,2015,male,15-24 years,277494,69937,Millenials,4.68
Qatar,2015,male,35-54 years,651297,69937,Generation X,3.53
Qatar,2015,male,25-34 years,672458,69937,Millenials,2.97
Qatar,2015,female,35-54 years,169638,69937,Generation X,2.95
Qatar,2015,female,15-24 years,85120,69937,Millenials,2.35
Qatar,2015,female,25-34 years,162310,69937,Millenials,1.23
Qatar,2015,male,55-74 years,88140,69937,Boomers,1.13
Qatar,2015,female,5-14 years,104727,69937,Generation Z,0
Qatar,2015,female,55-74 years,23389,69937,Boomers,0
Qatar,2015,female,75+ years,2996,69937,Silent,0
Qatar,2015,male,5-14 years,110987,69937,Generation Z,0
Qatar,2015,male,75+ years,5591,69937,Silent,0
Qatar,2016,male,15-24 years,293525,62484,Millenials,4.43
Qatar,2016,male,35-54 years,675747,62484,Generation X,4
Qatar,2016,male,25-34 years,676108,62484,Millenials,3.11
Qatar,2016,male,55-74 years,99266,62484,Boomers,2.01
Qatar,2016,female,35-54 years,179374,62484,Generation X,1.67
Qatar,2016,female,25-34 years,164901,62484,Millenials,1.21
Qatar,2016,female,15-24 years,88675,62484,Millenials,0
Qatar,2016,female,55-74 years,26182,62484,Boomers,0
Qatar,2016,female,75+ years,3250,62484,Silent,0
Qatar,2016,male,75+ years,6093,62484,Silent,0
Republic of Korea,1985,male,75+ years,154800,2731,G.I. Generation,27.13
Republic of Korea,1985,male,55-74 years,1498300,2731,G.I. Generation,26.23
Republic of Korea,1985,male,35-54 years,4285700,2731,Silent,21.07
Republic of Korea,1985,male,25-34 years,3616800,2731,Boomers,18.11
Republic of Korea,1985,male,15-24 years,4413000,2731,Generation X,15.36
Republic of Korea,1985,female,75+ years,370700,2731,G.I. Generation,10.25
Republic of Korea,1985,female,55-74 years,2000500,2731,G.I. Generation,8.05
Republic of Korea,1985,female,15-24 years,4148300,2731,Generation X,7.14
Republic of Korea,1985,female,25-34 years,3568800,2731,Boomers,6.39
Republic of Korea,1985,female,35-54 years,4267400,2731,Silent,6.14
Republic of Korea,1985,male,5-14 years,4336000,2731,Generation X,0.46
Republic of Korea,1985,female,5-14 years,4056400,2731,Generation X,0.32
Republic of Korea,1986,male,75+ years,160500,3078,G.I. Generation,36.76
Republic of Korea,1986,male,55-74 years,1555500,3078,G.I. Generation,24.24
Republic of Korea,1986,male,35-54 years,4507500,3078,Silent,18.35
Republic of Korea,1986,male,25-34 years,3832600,3078,Boomers,17.51
Republic of Korea,1986,male,15-24 years,4499600,3078,Generation X,13.69
Republic of Korea,1986,female,75+ years,378000,3078,G.I. Generation,7.94
Republic of Korea,1986,female,25-34 years,3656500,3078,Boomers,6.84
Republic of Korea,1986,female,55-74 years,2039900,3078,G.I. Generation,6.32
Republic of Korea,1986,female,15-24 years,4244400,3078,Generation X,5.58
Republic of Korea,1986,female,35-54 years,4325800,3078,Silent,5.46
Republic of Korea,1986,male,5-14 years,4308100,3078,Generation X,0.42
Republic of Korea,1986,female,5-14 years,4032000,3078,Generation X,0.2
Republic of Korea,1987,male,75+ years,163700,3834,G.I. Generation,26.88
Republic of Korea,1987,male,55-74 years,1607800,3834,G.I. Generation,23.63
Republic of Korea,1987,male,25-34 years,3973800,3834,Boomers,16.99
Republic of Korea,1987,male,35-54 years,4617500,3834,Silent,16.91
Republic of Korea,1987,male,15-24 years,4536200,3834,Generation X,10.87
Republic of Korea,1987,female,75+ years,389400,3834,G.I. Generation,7.7
Republic of Korea,1987,female,55-74 years,2113500,3834,G.I. Generation,7.19
Republic of Korea,1987,female,25-34 years,3813900,3834,Boomers,6.66
Republic of Korea,1987,female,35-54 years,4388200,3834,Silent,5.22
Republic of Korea,1987,female,15-24 years,4265300,3834,Generation X,5.18
Republic of Korea,1987,male,5-14 years,4259100,3834,Generation X,0.63
Republic of Korea,1987,female,5-14 years,3986500,3834,Generation X,0.38
Republic of Korea,1988,male,75+ years,179000,5089,G.I. Generation,24.58
Republic of Korea,1988,male,55-74 years,1684400,5089,G.I. Generation,16.68
Republic of Korea,1988,male,35-54 years,4699000,5089,Silent,14.71
Republic of Korea,1988,male,25-34 years,4136900,5089,Boomers,13.9
Republic of Korea,1988,female,75+ years,412300,5089,G.I. Generation,11.4
Republic of Korea,1988,male,15-24 years,4503000,5089,Generation X,11.39
Republic of Korea,1988,female,55-74 years,2207300,5089,G.I. Generation,6.39
Republic of Korea,1988,female,25-34 years,3966200,5089,Boomers,5.19
Republic of Korea,1988,female,15-24 years,4255900,5089,Generation X,4.98
Republic of Korea,1988,female,35-54 years,4499800,5089,Silent,4.73
Republic of Korea,1988,male,5-14 years,4211600,5089,Generation X,0.33
Republic of Korea,1988,female,5-14 years,3945100,5089,Generation X,0.3
Republic of Korea,1989,male,75+ years,186600,6217,G.I. Generation,31.62
Republic of Korea,1989,male,55-74 years,1763900,6217,G.I. Generation,17.8
Republic of Korea,1989,male,35-54 years,4820500,6217,Silent,14.38
Republic of Korea,1989,male,25-34 years,4239100,6217,Boomers,13.54
Republic of Korea,1989,female,75+ years,429800,6217,G.I. Generation,10.7
Republic of Korea,1989,male,15-24 years,4502500,6217,Generation X,10.31
Republic of Korea,1989,female,55-74 years,2301300,6217,G.I. Generation,5.91
Republic of Korea,1989,female,25-34 years,4069200,6217,Boomers,5.73
Republic of Korea,1989,female,35-54 years,4618800,6217,Silent,5.67
Republic of Korea,1989,female,15-24 years,4256500,6217,Generation X,4.86
Republic of Korea,1989,male,5-14 years,4122100,6217,Generation X,0.49
Republic of Korea,1989,female,5-14 years,3861200,6217,Generation X,0.39
Republic of Korea,1990,male,75+ years,194400,7056,G.I. Generation,27.26
Republic of Korea,1990,male,55-74 years,1859100,7056,G.I. Generation,18.93
Republic of Korea,1990,male,35-54 years,4981300,7056,Silent,14.78
Republic of Korea,1990,male,25-34 years,4270100,7056,Boomers,12.88
Republic of Korea,1990,female,75+ years,450100,7056,G.I. Generation,11.55
Republic of Korea,1990,male,15-24 years,4502200,7056,Generation X,10.66
Republic of Korea,1990,female,25-34 years,4102400,7056,Boomers,6.56
Republic of Korea,1990,female,55-74 years,2400600,7056,G.I. Generation,6.37
Republic of Korea,1990,female,15-24 years,4250500,7056,Generation X,5.46
Republic of Korea,1990,female,35-54 years,4781300,7056,Silent,5.06
Republic of Korea,1990,male,5-14 years,4028200,7056,Generation X,0.65
Republic of Korea,1990,female,5-14 years,3769300,7056,Generation X,0.37
Republic of Korea,1991,male,75+ years,203800,8145,G.I. Generation,26.99
Republic of Korea,1991,male,55-74 years,1948900,8145,Silent,16.98
Republic of Korea,1991,male,35-54 years,5151700,8145,Boomers,13.74
Republic of Korea,1991,male,25-34 years,4281300,8145,Boomers,13.27
Republic of Korea,1991,female,75+ years,469000,8145,G.I. Generation,11.94
Republic of Korea,1991,male,15-24 years,4484500,8145,Generation X,10.06
Republic of Korea,1991,female,55-74 years,2489000,8145,Silent,6.19
Republic of Korea,1991,female,25-34 years,4115000,8145,Boomers,6
Republic of Korea,1991,female,35-54 years,4951200,8145,Boomers,5.17
Republic of Korea,1991,female,15-24 years,4226500,8145,Generation X,4.76
Republic of Korea,1991,male,5-14 years,3973100,8145,Millenials,0.65
Republic of Korea,1991,female,5-14 years,3699700,8145,Millenials,0.43
Republic of Korea,1992,male,75+ years,214000,8671,G.I. Generation,26.17
Republic of Korea,1992,male,55-74 years,2042700,8671,Silent,21.44
Republic of Korea,1992,male,35-54 years,5317000,8671,Boomers,15.48
Republic of Korea,1992,male,25-34 years,4294600,8671,Boomers,15
Republic of Korea,1992,female,75+ years,487200,8671,G.I. Generation,12.32
Republic of Korea,1992,male,15-24 years,4456500,8671,Generation X,10.77
Republic of Korea,1992,female,55-74 years,2578400,8671,Silent,7.06
Republic of Korea,1992,female,25-34 years,4125000,8671,Boomers,6.47
Republic of Korea,1992,female,35-54 years,5119600,8671,Boomers,6.09
Republic of Korea,1992,female,15-24 years,4195700,8671,Generation X,5.29
Republic of Korea,1992,male,5-14 years,3906100,8671,Millenials,0.67
Republic of Korea,1992,female,5-14 years,3634400,8671,Millenials,0.63
Republic of Korea,1993,male,75+ years,221700,9479,G.I. Generation,41.05
Republic of Korea,1993,male,55-74 years,2145400,9479,Silent,24.42
Republic of Korea,1993,male,35-54 years,5494900,9479,Boomers,18.93
Republic of Korea,1993,female,75+ years,501700,9479,G.I. Generation,18.14
Republic of Korea,1993,male,25-34 years,4306500,9479,Boomers,15
Republic of Korea,1993,male,15-24 years,4405500,9479,Generation X,11.85
Republic of Korea,1993,female,25-34 years,4131600,9479,Boomers,7.79
